0x62f36b79d7ea8ae189491854edd9318b29c75346792177b230a95f333ffa53ad, 0.115
0x60dd01bc037e2c1ea2aaf02187701f9f4453ba323338d2f2f521957065b0984d, 1.115
0xa7be72c38e7d868fecc4f0dea795bf1992ec63830434d2b9762a7b0a0ad0de0b, 1.193
0x45582f247570ac5c65afaed413c3c34fe26e3f400a3a6df76598a115b23b2baa, 0.367
0xb67c6251ecb89082887bca0fa9f2079cdd2f19ea7618e56b9ec478d5d4b226a0, 0.256
0xa49abb137b5a13eb7fa8a0ce87ee447df71c719dc6a63aff272965da5b0a8fff, 0.157
0x3a1520d6be3a16f89655f542f6e5b050d3065ff67d7287ed8005259c4a0b36b7, 1.151
0xc38e308a33c6544657a6c1e3149fc256f0ae71b9546ab0999eee958ad2f15f32, 0.848
0xea0e3284dd4069836f66697c5ac479e901c748f63f7910384d44a05ec68fa862, 0.155
0xf8b7b95d01ae79756fc3d1bc58675e59a17f07cdafe3d31ea57425adbec2d43f, 0.373
0x13c075644dad21bf10cb12447b825b535c24ddae428e27abc5858d1511e24c6d, 0.283
0x4049b7d7e890d40e1d71525172348ca17fa51c526732605517f642a5ffff8958, 0.338
0x18d32015b36bf1e2889622ca254d0d1931eaf4588ff712942c8408d4c472daf2, 0.206
0xf58b7a55a7cade7f1f3ad21ee1ab772004bb4af8d2d435f3f71e5539b4bed48e, 0.575
0xd5ccdf77cab59778ad6c6d599af3819b0281c3fe434f7df4b82290620331bb01, 0.818
0xec228a0a65ccfda0b98e17579493b48e2e2aa5554b3a0dd58c8b4f76a36cbefe, 0.657
0x38afea660cbb76561cf622fb015644de4850242f3f1bdc71d00d4be2f058632f, 0.522
0x2de3bc906d1fa9c85e44cf9b0642447126879cb776f5ee3749bd2e32247ba52e, 0.292
0xc66ba443b2a0144ff9442c1c0784b6daa8b40054e2980d8a87ad8aca633613da, 0.847
0xfbc3117f547089a29e1cf197994d0ecf628e72babc6a3bf850f311533384cf99, 0.223
0x0cb5497ed8400f5c97da2d9b4a0493b816e9576131c4a89da899f6fb47f895c2, 0.229
0x0a44e92fb9daf31a780bfc10fbb885f8e94db9fbb1b2f12dcef19f6e44afd593, 0.099
0xf5795a0d615ad5e868cde232da3fe466abdde277755771dc5580a5a88b8e2739, 0.731
0x9434ba3c344b02748c9c11f708f7c33dcc5705af5d4275550264b8f919d0b246, 1.055
