0x3b05064e66120fdc28036024f074ab2a4378109247c727fb5356f35cd3a3f4fc, 9217.516, GTooTsBV4T3cemKdorRnkWd8Xi6fHEQ1kUi7wFDQhL2b
0x13d21fced06f8ca8c5937d1486c62dfe1ad74fe9574e558b05f8d479ebd0b3e0, 9215.715, 7JRkrFQsH1P2mcKYHygKer8o654A9L1hKf9PNVzogrN2
0x12a54e181f44cc73c38a21288814281ef290a862df1c8e99f268f4896d1e0e32, 9214.543, G41t4nHopwDSvnqJzQz6u47yzuQoRMWhiwMLVVvFYQzr
0x635bc27ed77c3b361510ecf8bdf12ea5d20416ae3bd6e025f2e3291d4618ea37, 9211.82, DVZn2kLzr5GdnfjeVULq5hpo3uLRBmkGreR3utasf3uc
0xdcc48845420b85f19fedf68d64ca037753b3fd1fe3f12d636cdec697958854c4, 9201.217, G9n1HjQXpBmpWxbet4eAkc3RqvoWZGFWDi4daB1ewfms
0xf0fbac8fd20784f2ef8389152a21171e9e4ff5b0ac3b6a52a6111e6c425d695a, 9200.089, Es1yn35bPKEGdZy7kQumkTVzgFdhtjAFGKnbbLd5t4QL
0x7f97a95d7b4cb06943af274f9d71b46c2a412f0564e8e049f182866c0f4cb548, 9199.82, 2foJDQtMknZT9n7YTKWKbi8UrQLbFyyAUS18i4d4Ef1s
0x91f8f70b7b99fd56b14e08e5f3f1d00e3261ae201754cf8dd035b2f8725c9fc4, 9198.485, BKiLf5q2CKsiLnRpuwp7XLEiAQ6Dtoaw7Yq295Tt6J5U
0x623e5146af7a05fca78a96ba37a664da693d89ff8b3d6523cca34677a20bdd97, 9196.912, 5jAjx9b1xNgAQXMmR86HPjtob18mMkV1rAehUcaGGdiM
0xd8e50eb338d44f730898bca8e81db1ca8d135a3c5000cf8210548990ee712d81, 9195.383, 7LGs8f97pk6bZjGuEJn8S23NYvRBA5GRK2cYmuSSwrjg
0xd8f73163494a2b885b352c4122c7ab0decb6a97c3407a50990bb1e0787e066e8, 9194.486, CPJdUpcvLZGBZtMrUY2kFoXwKcsKG7Yx2BPGVdctiHB
0xd444dc19771d66e8cfa3d742e02aa5fae453d419463f183707e8d29644df9432, 9185.875, 3dCF1zwopYvgn8yxNLyXdPUVf4yQnbt3ZaTyy4UhKtcL
0x70b5a4ab4ee09e012c94bd9e9dbbdf6bca9920c6d84844d137f1e52dbab759b4, 9185.79, AfLU44W4jdhkWAwDPxKUHgYU6UU9nkqY2RNZiobxMw7g
0x83cf758a21340e6eca96692788318d042c596fa8523163d186e03fdc6e6f41be, 9185.333, GUjK8gSFm4m84sZbczszoZqZM5pxmo8i8dmCKyGphFek
0xd7f923f50aeccb009ab74e1cc98b59b372c2b4e2e2bbb9cdb4804c4e03ac7184, 9179.927, 8hnuYY85whzt4r215ao2cc9JwkYSDJRRo2PZKuZnou4i
0xb35b34287243a4e875958dec20774a40f3ab386de932e6deacf7e354da85d571, 9178.767, 4sbZfdVK4nBYYwfWyXirXyvPwGfPhv8pTXqHayCTXYxA
