






0x678d2f55fe47b4d43a3cf2072afe98e2b191dfbcdbdff3cb82e15fcaa5d5e903, 1.15, 7tZeE4RdCswNJ3ZQDKGBZrvTevrELZcAwwPwGNaGNALq
0x6ac7af68c874f3e144d75b49b5b7f44ae1ed28a58d482ca5cc43a3abab6b13e1, 0.757, 57ZCSrA5jtoP648r2m1x5UQ8xVWbyNqNGnvHTiSZewaM
0xe9d91624aa0236f53b226422821569d5c2e56ed8241f72bac5b92cb8d57e7437, 1.15, FsazG2pF69zwdDUXBqZK6zMNX8QvwrurSq92BKEyaEd4
0xcebc2778fc94f2de0f6cab751c2d9a1b17da88e4b9cf2c8522166a168f63f2e3, 0.539, 3iyhv6qzCR6rRZFYpXAi5mFZ5UEqpzXwf1XvBabMvg1C
0x17565b7f2b261211dd3a41bea449852b3236c1807ca2dc03434f7eaf8d8f3fce, 0.605, H4YGJYafPXjx7NETjx1Z2ycVhTYubZ1HVkN9bZANCAUc
0xbe6faaf95e723873a5f4b34dc2ff51d25c739f618a39f53fd9a71b3d201c7aa8, 0.077, HvJJHcDGNyNWtNk6cuFQ231gF2wFTaZort5nTFesAZox
0x44ce26c3f70ff33abb8d0d12e20e69bb0f768932f3c6030160596e6ba08f4e8c, 0.205, BpZzZXBUw8FhmHK1YcdPx7BxGd7sNtEHB8EVCQweH59v
0xeda000090e727ed4f2f2b67590b0063115cb2fecfceadf6a344aa0312d1831e7, 0.328, 2nKHZfmdDk6thqQoXs4PnYFU1uaKdnXreEhUkkRdJEmD
0xd990f7ae165c2f89d37ca57f527978fc1c6c1922cfaec660cf9a9436a7948b40, 0.432, Gwwjs7ZrH3gYK1Nf6DdvRjDptfzqKE4f38PfnTcjAsSd
0x338ae5a238e97463fe5d7d0ab4649c6d427ab465eff8737d93ff14c4a9148b7f, 0.479, 4Cj15JxGSrXKVRWCbLXk4NPQf6DCpGELinCzHRL6cdwL
0x54cad3588309b6076572032768aa019ca3d958052560cafd84aa4b2e89e2785b, 0.037, 3KYpoUHwCutPTiDDAQJNHoh1AnEsiR8nPnZpFwwcDBbF
