0xea2c06eddd2c66c428bcf6c13a4ecdea305d863bc4c28462f10be94e1c8c0596, 0.181
0x8cddb02083f4dc3ed309dc0aa6e59b168b7801a2dfdf58392646b70aee34444a, 0.926
0xa86500097be1b55f2ca662572908e52b2d6cb22e144b6dd57e4066c8a18eb883, 0.803
0x2e0f96caaddb2b3c8ba3e78aca7f81cd424ed0d5f07fa9777e86dd6472ab936e, 0.787
0xa1170b382337f237b5a6f83db3da0e3b0f36dea29d04f4a28e42866afc469c77, 1.060
0x873c4516b8268c6c4b14fbae4ec2c51bbc9a07e29febff8866455bc1cd381e44, 0.840
0xc8e7592721638fbdc7f5da654d796b6c544d53aac52102618bae2bc5b5fe34ee, 1.012
0x7a2cebb9d06228c41e7f59041202491f479a6b5b7447c0021d72af36d76b8369, 0.870
0xdeefa575cfc5a0b184e6db94e171f02bacbe91873115f520861abd8a1773e721, 0.338
0x8140364c04314c55eb05e8b6fa5970cd371c6fd915f92c0f3a1fc6295785b175, 0.466
0xddba3f4c5fcd38d855ca6bb863f689e8059c7069462b4b781bbf6cd428df6c6b, 0.815
0x0261225be098c20468f7b3810399477109f55071d8f9f96425375c3c52591407, 1.154
0xd0b2141ad36e420d750cfd45ec8692fec9dcea2e61233751f5d34f2c9ff0131f, 0.769
0xa573c384fb3995247cfc213811ea6dcea9b8db8ff896bb67146cb86d938dfee1, 1.013
0xc4e5d41bc6f6e3fcb58d299c74db0a01bf722092d8e7f7c81f2ceb9b80eba3b4, 0.508
0x8f22f4019e852e25c67d97483fee27fd778d7a1b135c20d73691107d9d5c9066, 0.702
0xd1062a56761b79408c509c8494920abe3f2f9920644cbedc3fac3abe452e7ffe, 0.792
0x995e4bd48a432a98204cba5a5920746f5ada6ea7871dfecd5c6db60f00308883, 1.095
0xed640f9763157bb97019114cb18aac3b5782de634d53cd99590e3c6517781977, 0.094
0xf6cf7dfe2f60f3c77bba80e1079eab135a1112dec6df3a367a92fd55dc5c6a6e, 0.763
0xa4d4d9b474915c8cbf01ee143882204b0d3a47aa9c6f761a04f1b91aab218abd, 0.215
0x87a04f5ae70b2f25d00147c0632a42a96e132c67bf666d8cebb55f606a1ec269, 1.174
0x4b6088775c83dad07a34b3ee1677137ef93fb02058cc54b72aac33a35c920fc4, 0.167
0xf529c44cadbfdc38241ada9240d9efc9e7e390090b4a668f86001003b678493d, 0.658
0xf5f6ba0be582d41d9a03e36df9a5dac023f8b6153cb94cddf0e4dbe410004264, 0.545
0x138b0c3e9a5a174dadea1101d7a5f42981cc8d29e0346f2c01af6da1aaa87af7, 0.581
0x02e3729055d810e7fdcec908e2afda58e445116f43badee8f6ab74f062d88e2a, 1.069
0x9cc9b3b246a21bb2a6fb09c72ac07b4bc134850c03ca6d63e18168b1d1d47e94, 1.177
0xdb57129f7e3a8829f711930ba58ce9b4957e6ea01791e96a95265fec513bd894, 0.569
0xb6a3c4ec90e022833adda98a5f031a3cdbfdb184a58ccb74038523b737bf4e87, 1.066
0xf60a809e168560d61493e150e400d1a2cc99417dce1ea0d68306c10db8cb34f2, 0.822
